Recorded Date,External Data Reference,Which areas of content would you like to see the FT cover more?,Q7 - Topics,"Overall, how would you rate our journalism?","How would you rate the FT on the following? - Data / Visual Journalism (e.g. charts & graphs)



1/7","How would you rate the FT on the following? - Videos



2/7","How would you rate the FT on the following? - Podcasts



3/7","How would you rate the FT on the following? - Newsletters



4/7","How would you rate the FT on the following? - Live Blogs



5/7","How would you rate the FT on the following? - Longform (The Big read)



6/7","How would you rate the FT on the following? - Live events, either online or in-person (FT Live)



7/7","How useful do you find the FT's coverage on the following specialist subjects? - Mergers & Acquisitions



1/7","How useful do you find the FT's coverage on the following specialist subjects? - Environmental, Social, and Corporate Governance



2/7","How useful do you find the FT's coverage on the following specialist subjects? - Trade



3/7","How useful do you find the FT's coverage on the following specialist subjects? - Climate & Business



4/7","How useful do you find the FT's coverage on the following specialist subjects? - Energy



5/7","How useful do you find the FT's coverage on the following specialist subjects? - Asian Tech



6/7","How useful do you find the FT's coverage on the following specialist subjects? - The Business of Sport



7/7"
09/09/2021 16:26:07,7e019307-edf3-4acb-9276-22fe0fd2e648,"I am very content with the existing coverage.  

However could there be more coverage of Managed Funds that may be of interest to Trustees and Pension investors?",Pensions,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Very useful,Moderately useful,Moderately useful,Very useful,Very useful,I'm not interested in this content,Moderately useful
09/09/2021 16:16:01,63d8dc40-2ccd-4596-b2bf-9264487bd5d0,European affairs,Europe,5 - Excellent,5 - Excellent,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Very useful,,Very useful,Very useful,Moderately useful,
09/09/2021 16:04:21,f774ea58-9024-4f35-b4e6-c1ba77a553a3,Politics and foreign policy and more on Asia ,"Asia,Policy,Politics",5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,Extremely useful,Very useful,I'm not interested in this content,Very useful,I'm not interested in this content
09/09/2021 15:41:27,7daf7964-341d-42bc-a20e-c2a20fe5cd56,International perspective for an American reader. ,Unknown,4,3,1 - Poor,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,2,,I'm not interested in this content,I'm not interested in this content,Slightly useful,I'm not interested in this content,Slightly useful,Not very useful,I'm not interested in this content
09/09/2021 15:32:40,5dfcd08c-e3ff-4823-9d03-34ccd61fdbaf,Human capital,Unknown,4,3,3,3,4,3,5 - Excellent,,Moderately useful,Very useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Slightly useful
09/09/2021 15:32:30,60d195f0-71e2-4c8d-a24a-ea2d44305c1d,Provide more alternative views on a specific topic.,Unknown,5 - Excellent,4,I haven't encountered / do not use these,4,4,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Moderately useful,Slightly useful,Very useful,Moderately useful,Very useful,I'm not interested in this content
09/09/2021 15:25:50,b404a2b3-76b9-41ed-9c02-8ca8c6940b37,I read FT to help round out my US centric view of world events... you open my eyes to content areas that I don't usually access.,"US & Canada,World",5 - Excellent,5 - Excellent,3,4,5 - Excellent,I haven't encountered / do not use these,4,,Slightly useful,Extremely useful,Very useful,Very useful,Moderately useful,Slightly useful,Not very useful
09/09/2021 15:25:30,e6a3c0c8-c358-4810-8875-661465d8e2ed,"UK and European business 
Sectorial Analysis ","Europe,UK",5 - Excellent,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Moderately useful
09/09/2021 15:19:17,bfa18474-c40e-4f18-8097-7e4d16c5260d,,,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,4,5 - Excellent,,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
09/09/2021 15:11:46,38ec8f0f-f92e-43ea-9be4-c32965c32119,Culture economics,Economy,5 - Excellent,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content
09/09/2021 15:06:37,26b78b48-77a5-4ae3-a8b3-2aabb5c1b387,Continental European politics from a European rather than British perspective. For example reprinting some translated articles from European media.,"Europe,Media,Politics",4,5 - Excellent,,,,,,,Moderately useful,Moderately useful,,,,,
09/09/2021 14:53:49,17ea3076-85b2-405d-aceb-0c378e0da25f,FT is doing a good job at covering all areas of interest,Unknown,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,4,,Slightly useful,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,Not very useful
09/09/2021 14:53:10,7fce6155-ce40-4a69-8bd7-46f8f906e672,,,,,,,,,,,,,,,,,
09/09/2021 14:45:15,f10a3c76-ed9c-4d51-a3c0-9c41709dc735,,,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Not very useful,Moderately useful,I'm not interested in this content,Moderately useful,I'm not interested in this content,Moderately useful,I'm not interested in this content
09/09/2021 14:34:19,0c4ab42c-bf72-4597-b4e2-07f333f5d4ed,Culture,Unknown,5 - Excellent,5 - Excellent,4,4,4,4,5 - Excellent,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Very useful,Slightly useful,Very useful
09/09/2021 14:22:59,8ac4060b-37da-460c-bd09-87d6079d2155,,,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,I'm not interested in this content,Slightly useful,Moderately useful,Very useful,Moderately useful,I'm not interested in this content,I'm not interested in this content
09/09/2021 14:18:18,3b592438-de02-4a5f-be20-1b5007f38e77,  ,Unknown,4,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content,Moderately useful
09/09/2021 14:13:46,f92a86d7-5230-414c-8817-d86de96f6ddf,Politics and world events,"Politics,World",5 - Excellent,4,4,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,Very useful,Very useful,Very useful,Very useful,Very useful,Moderately useful,Moderately useful
09/09/2021 14:13:42,e1e0eab0-cebc-4cce-9747-f490be582996,,,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,Moderately useful,Moderately useful,Moderately useful,Not very useful
09/09/2021 14:13:06,314aa7cb-c45e-4308-b37c-af97cd798a67,"Perhaps more video contents, broadcasts and interviews.",Unknown,4,5 - Excellent,1 - Poor,3,1 - Poor,3,5 - Excellent,,Extremely useful,Slightly useful,Very useful,Slightly useful,Slightly useful,Very useful,Slightly useful
09/09/2021 13:56:19,46749e5a-48ac-4e78-87fe-871133c4d067,"Where business is doing a really good job at tackling climate change and where it is not. Where it is helping us reuse (ie ceasing built in obsolence) and where it is not. Who are our most ethical leaders? Who should we support in our purchasing? Which countries governments are moving ahead? 
Which financial institutions are making real headway in dealing with climate change and our natural habitat?","Climate / Environment,US & Canada",5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Slightly useful,Moderately useful,Slightly useful,Very useful,Moderately useful,Moderately useful,Not very useful
09/09/2021 13:48:22,86a43a6b-44ac-49ae-9276-a21bb99a2e46,I think the balance as it stands is pretty good actually. ,Unknown,5 - Excellent,5 - Excellent,4,5 - Excellent,5 - Excellent,3,5 - Excellent,,Slightly useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Not very useful,Not very useful
09/09/2021 13:46:23,df0554ae-fe3d-408e-80af-a71f9581e261,,,4,I haven't encountered / do not use these,3,3,3,I haven't encountered / do not use these,4,,Moderately useful,Moderately useful,Very useful,Very useful,Moderately useful,Moderately useful,Moderately useful
09/09/2021 13:45:10,d412e45e-fed4-428b-ba57-5a5979904e7d,"More content in your newsletters, akin to NYT's Dealbook.

Also if Edward Luce or similar stature journalists (or even up and comers who have the time) to come out with newsletters like Matt Levine's ""Money Talks"" newsletter on Bloomberg, you will get more clicks.",Unknown,5 - Excellent,5 - Excellent,3,3,3,4,4,,Very useful,Very useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Moderately useful
09/09/2021 13:38:17,221bbf1b-a9cd-4817-98c4-27744f8eafb2,More on arts [not including pop music!],"Arts,Music",5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,4,,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,Moderately useful,I'm not interested in this content,Very useful,I'm not interested in this content
09/09/2021 13:23:18,1ef858b3-44d1-44d4-a426-050afd79a84a,,,4,5 - Excellent,4,I haven't encountered / do not use these,4,4,5 - Excellent,,Very useful,Very useful,Moderately useful,Very useful,Very useful,Very useful,I'm not interested in this content
09/09/2021 13:23:17,bab23e3b-a074-4419-ad01-b6989fc60724,"There's a lot of coverage on Banks and big Corporates but where's the coverage on business sectors and industry news in the UK? What I'd call ""Business News"" rather than Corporate results. Maybe I should be reading Grocer's Weekly or Civil Engineering Weekly but I thought the FT would cover this type of news. FT seems to report more on the latest Corporate Trading Update releases rather than enlightening the reader of UK business news and industry trends.","Banks,Trade,UK",3,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Moderately useful,Slightly useful,Not very useful,Slightly useful,Slightly useful,Slightly useful,I'm not interested in this content
09/09/2021 13:21:33,e3068147-06a9-4ac4-ad0f-7cce2918d8fd,"Education
Research: clearly separately explanation of data from interpretation of data
Education as a business ",Education,4,3,I haven't encountered / do not use these,3,4,I haven't encountered / do not use these,3,,I'm not interested in this content,Very useful,I'm not interested in this content,Slightly useful,Slightly useful,Very useful,I'm not interested in this content
09/09/2021 13:19:27,a7b92138-0c1e-4cda-bc22-be50479f9e01,Monopolies & de-facto monopolies. Industries where ‘closed-shops’ are present and problematic,Unknown,3,3,4,I haven't encountered / do not use these,3,3,4,,Slightly useful,I'm not interested in this content,Moderately useful,I'm not interested in this content,Moderately useful,Slightly useful,I'm not interested in this content
09/09/2021 13:04:37,cfaff5b3-9e8d-41a8-b7c3-01bf5b8accd0,Nothing specific. The scope of the areas covered seems to be very wide and helpful.,Unknown,5 - Excellent,4,4,,,,,,Very useful,,,,,,
09/09/2021 13:01:49,40b29a34-5bfb-4851-bfff-30adfc7dc20f,"Trade policy, robotics, national security issues","Policy,Trade",4,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,I'm not interested in this content,I'm not interested in this content,Moderately useful,Very useful,Very useful,Very useful,I'm not interested in this content
09/09/2021 12:59:18,878d6a84-46b6-4164-9f4b-314d29e6231a,,,5 - Excellent,5 - Excellent,3,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,Moderately useful,Moderately useful,Very useful,Very useful
09/09/2021 12:50:00,c1660dcf-5857-4235-a44d-e83dbb209376,Artificial intelligence.,Artificial Intelligence,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,5 - Excellent,,Extremely useful,Extremely useful,Moderately useful,Very useful,Very useful,Very useful,Very useful
09/09/2021 12:48:31,1352c389-ad72-4c33-9884-db66d3956bf7,,,5 - Excellent,3,3,4,4,3,5 - Excellent,,Very useful,Extremely useful,Extremely useful,Very useful,Extremely useful,Slightly useful,Very useful
09/09/2021 12:43:52,04943592-5db1-4a84-92a0-893c34e9f983,Energy transition in South Asi would be a good area to expand coverage,"Climate / Environment,Energy sector",5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Very useful,Slightly useful,Very useful,Extremely useful,Not very useful,Moderately useful
09/09/2021 12:41:23,3cc9be5a-a9bd-4571-b72c-4b071830aa64,The nexus of politics and economics,"Economy,Politics",5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,,3,5 - Excellent,,I'm not interested in this content,Very useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
09/09/2021 12:35:23,20282e1e-8b07-4fd9-8a21-cd0c795d3b63,Political economy of individual European countries,"Economy,Europe,Politics",5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,5 - Excellent,,Moderately useful,Very useful,Very useful,Very useful,Moderately useful,Slightly useful,Extremely useful
09/09/2021 12:35:08,87726d29-4c06-4b45-a0c4-5bf32d53a7af,FT does well enough that I have no better ideas,Unknown,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Very useful,Very useful,Extremely useful,Moderately useful,Very useful,Moderately useful
